title,url,location,price,property_type,posted_by,description,Extracted_Locality,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
3 BHK Apartment for Sale in Block 6th Rajajinagar Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1432-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajaji-Nagar-6th-Block-in-Bangalore&id=4d423635383231313531,"Rajaji Nagar 6th Block, Rajaji Nagar-6th Block, Bangalore - Central, Karnataka",₹2.31 Cr,3 BHK,,"Swasthik Homes , Life Designed is our guiding philiosophy where we derive inspiration from life around us and use that to influence the lives we touch. We understand that a house...",Rajajinagar,23100000,[3],1432,16131.28,West,1.8551455202587,2.46223497364864,9,9,6.8,7.4,0,15,0.516605166051661,45.1,46.3,45.7
3 BHK Apartment for Sale in Kadubeesanahalli Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1599-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadubeesanahalli-in-Bangalore&id=4d423637333734313637,"Kadubeesanahalli, Bangalore, Kadubeesanahalli, Bangalore - Central, Karnataka",₹2.19 Cr,3 BHK,,"The Greenfinch Meadows offers 181 luxurious, environmental friendly 2 BHK and 3 BHK beautiful houses. Greenfinch Meadows in a thoughtfully designed project having world class ameni...",Kadubeesanahalli,21900000,[3],1599,13696.06,East,2.38459831335996,4.01662304560539,9,9,7.5,9.5,0,12,0.40590405904059,49.9,57.4,53.6
2 BHK Apartment for Sale in Stage 1 Indiranagar Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1298-Sq-ft-Multistorey-Apartment-FOR-Sale-Indira-nagar-Stage-1-in-Bangalore&id=4d423637383037373831,"Godrej Athena, Khata No 28 in Survey No 124, 7th Cross Nelluru Puram, Kaggadasapura, Bengaluru, Indira nagar Stage 1, Bangalore - Central, Karnataka",₹2.50 Cr,3 BHK Flats,,A rich heritage inspired by the greatest minds of the century. A legacy so grand that transports you to the glorious lives of kings and queens. Introducing you to the GrecoRoman wa...,Kaggadasapura,25000000,[3],1298,19260.4,East,1.43031513537506,0.464934194367379,9,9,7.5,9.5,0,9,0.29520295202952,43,48.4,45.7
"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1546-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423739383238303137,"Gunjur palya main road, Next to Gunjur Club Bengaluru, Karnataka, Bellandur, Bangalore - Central, Karnataka",₹1.40 Cr,"2, 3 BHK Flats",,"At DSR Courtyard, the essence of community living is harmoniously blended with elevated luxury. Built over 2.72 acres of land, DSR Courtyard is a beautiful community with 2 BHK apa...",Bellandur,14000000,"[2, 3]",1546,9055.63,East,2.21656838501046,6.9785850206016,9,9,7.5,9.5,3,53,1.91881918819188,55.2,70.1,62.6
2 BHK Apartment for Sale in Kammanahalli Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Kammanahalli-in-Bangalore&id=4d423830353935333839,"Prestige North Point, Kammanahalli, Bangalore - Central, Karnataka",₹2.25 Cr,"2, 3 BHK Flat",,"Premium property located in one of the prime locations of Bangalore.With all the World class amenities and facilities, near to International institutes, Malls, Multiplex, public co...",Bangalore Central (Generic),22500000,"[2, 3]",1340,16791.04,Central,1.56347092765202,2.04111364811986,9,9,9.5,8.8,0,23,0.811808118081181,49,50.6,49.8
1 BHK Apartment for Sale in RMV Extension Stage 2nd RMV Bangalore Central,https://www.magicbricks.com/propertyDetails/1-BHK-594-Sq-ft-Multistorey-Apartment-FOR-Sale-RMV-Extension-in-Bangalore&id=4d423831383432393139,"Sanjay Nagar near nayara petrol station, RMV Extension, Bangalore - Central, Karnataka",₹52 Lac,1 BHK,,"1BHK flat for sale on first floor, East facing close to Main Road, with rental income upto 18k,",Sanjay Nagar,5200000,[1],594,8754.21,North,0,7.170979815589,5,6,8,9.3,0,1,0,35.7,59.5,47.6
3 BHK Apartment for Sale in Seshadripuram Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1790-Sq-ft-Multistorey-Apartment-FOR-Sale-Seshadripuram-in-Bangalore&id=4d423831393137393133,"Sheshadripuram, Seshadripuram, Bangalore - Central, Karnataka",₹2.10 Cr,3 BHK,,"Experience comfortable and modern living at Thakural Prime, Sheshadripuram. This spacious semifurnished flat offers a perfect blend of style and functionality, featuring wellventil...",Seshadripuram,21000000,[3],1790,11731.84,Central,2.99014013061949,5.27037430368429,9,9,9.5,8.8,0,3,0.0738007380073801,57.2,57.6,57.4
3 BHK Apartment for Sale in Stage 2nd BTM Layout Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1410-Sq-ft-Multistorey-Apartment-FOR-Sale-BTM-Layout-Stage-2-in-Bangalore&id=4d423735333531343339,"BTM Layout, Bangalore, BTM Layout Stage 2, Bangalore - Central, Karnataka",₹1.40 Cr,3 BHK Flats,,3 BHK flat for sale in DLF Westend Heights Akshayanagar. They are aesthetically designed with vitrified flooring. The flat is located in a gated society and offers good security. ...,Akshayanagar,14000000,[3],1410,9929.08,South,1.78539724811363,6.42106649601219,9,9,9.2,8.2,2,4,0.11070110701107,55.6,60.4,58
2 BHK Apartment for Sale in 1st Block Rajajinagar Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajaji-Nagar-Block-1-in-Bangalore&id=4d423737393638343033,"Rajajinagar, Bangalore, Rajaji Nagar Block 1, Bangalore - Central, Karnataka",₹1.90 Cr,"2, 3, 4 BHK Flat",,2 BHK Apartment for Sale in 1st Block Rajajinagar Bangalore Central,Rajajinagar,19000000,"[2, 3, 4]",850,22352.94,West,0.00998668442077223,0,10,9,6.8,7.4,0,15,0.516605166051661,38.6,40.2,39.4
3 BHK Apartment for Sale in Kempapura Agrahara Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1434-Sq-ft-Multistorey-Apartment-FOR-Sale-Kempapura-Agrahara-in-Bangalore&id=4d423831383936353831,"Magadi Main Road, Bangalore, Kempapura Agrahara, Bangalore - Central, Karnataka",₹2.39 Cr,3 BHK Flats,,"The builder is guaranteed to bring a quality living experience to Rajajinagar, Magadi Road, West Bangalore community with brilliant architecture and an equivalent lifestyle in Blub...",Kempapura Agrahara,23900000,[3],1434,16666.67,West,1.86148627227189,2.12049836264638,9,9,6.8,7.4,1,7,0.22140221402214,45.7,46,45.8
3 BHK Apartment for Sale in Marathahalli Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1611-Sq-ft-Multistorey-Apartment-FOR-Sale-Marathahalli-in-Bangalore&id=4d423831373532393033,"Bengaluru East, Bengaluru Urban, Karnataka - 560103, Marathahalli, Bangalore - Central, Karnataka",₹2.35 Cr,"1, 3, 4 BHK Flats",,"pen Space 78 open space for landscaping, gardens, parks etc. sobhaneopolisbangalore.com2sobhabangalore.in2Clubhouses Amenities 3 clubhouses totaling 77,850 sq ft. Over 35 amenit...",Marathahalli,23500000,"[1, 3, 4]",1611,14587.21,East,2.4226428254391,3.4478067044435,10,9,7.5,9.5,2.5,51,1.8450184501845,54.4,60.6,57.5
3 BHK Apartment for Sale in Ajamalppa Layout Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1334-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajamalppa-Layout-in-Bangalore&id=4d423831333832323831,"Soukya Road, Bangalore, Ajamalppa Layout, Bangalore - Central, Karnataka",₹1.20 Cr,"2, 3 BHK Flats",,"The 3 BHKs at Provident Botanica are welldesigned cornerfriendly homes with good vastu options, spacious layouts, and positioned as premium units in the project.",Soukya Road,12000000,"[2, 3]",1334,8995.5,East,1.54444867161245,7.01696568221195,9,9,7.5,9.5,0,15,0.516605166051661,49.9,65.1,57.5
3 BHK Apartment for Sale in Kadubeesanahalli Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadubeesanahalli-in-Bangalore&id=4d423831333132393833,"100., Kadubeesanahalli, Bangalore - Central, Karnataka",₹2 Cr,3 BHK,,Mhyna Properties Myhna Upcoming ProjectCustomer Centric Project Total Land 14 Acres Total Units 1120Total Floors 2BG31Total Towers 6Vastu Complaint Units With No Common Walls BD...,Kadubeesanahalli,20000000,[3],1200,16666.67,East,1.11961828672881,2.12049836264638,9,9,7.5,9.5,0,12,0.40590405904059,43.5,52.7,48.1
3 BHK Apartment for Sale in Shankar Nagar Nandini Layout Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Shankar-Nagar-in-Bangalore&id=4d423832333634303839,"Hoysala Ace, A Block, Sahakara Nagar, Bengaluru, Karnataka 560092, Shankar Nagar, Bangalore - Central, Karnataka",₹2.50 Cr,3 BHK,,This lovely trible bedroom for sale is only 2.50 Crores rupees without any extra brokerage could be your new home. This East facing home is on the 4th floor. This home is over 19...,Sahakara Nagar,25000000,[3],2000,12500,North,3.65591909200431,4.78006183033309,9,9,8,9.3,0,7,0.22140221402214,56.1,58.3,57.2
2 BHK Apartment for Sale in Marathahalli Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1172-Sq-ft-Multistorey-Apartment-FOR-Sale-Marathahalli-in-Bangalore&id=4d423831393439303133,"No. 3493, Near Bagmane Constellation Business Park, Next to Shell Petrol bunk Outer Ring Road, Circle, Doddanekundi, Karnataka, Marathahalli, Bangalore - Central, Karnataka",₹2.10 Cr,3 BHK Flats,,"Durga Petals is a residential complex in Mahadevapura, Bangalore, known for its spacious 2 and 3bedroom apartments built on 8.5 acres with 13 towers and over 60 amenities. Key feat...",Marathahalli,21000000,[3],1172,17918.09,East,1.03084775854416,1.3217235821304,9,9,7.5,9.5,0,51,1.8450184501845,42.4,52.8,47.6
2 BHK Apartment for Sale in Sector 5th HSR Layout Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1135-Sq-ft-Multistorey-Apartment-FOR-Sale-HSR-Layout-Sector-5-in-Bangalore&id=4d423832333233313937,"HSR Layout, Bangalore, Sector 5 HSR Layout, Bangalore - Central, Karnataka",₹1.20 Cr,2 BHK Flat,,"BSR Mantralaya is a Ready to Move residential project in Bengalurus wellconnected HSR Layout, featuring spacious and Vastucompliant 2 BHK apartments. The project is notable for bei...",HSR Layout,12000000,[2],1135,10572.69,South,0.913543846300171,6.0102536302374,7,8,9.2,8.2,2,18,0.627306273062731,47.1,58.7,52.9
"2 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/2-BHK-1190-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423831373238373933,"Bellandur, Bangalore, Bellandur, Bangalore - Central, Karnataka",₹1.20 Cr,3 BHK Flats,,Kumari Amaranthine 2bhk 2bath 1190sft Price 1.20cr SemiFurnished Ready to move in 5th floor One Covered Carparking,Bellandur,12000000,[3],1190,10084.03,East,1.08791452666286,6.32216272889887,9,9,7.5,9.5,3.5,53,1.91881918819188,51.1,68.9,60
2 BHK Apartment for Sale in Kadubeesanahalli Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadubeesanahalli-in-Bangalore&id=4d423831343936323139,"Kadubeesanahalli, Bangalore - Central, Karnataka",₹1.67 Cr,"2, 3 BHK Flat",,"Prestige Ivy Terraces 2 BHK, semi furnished, 1st floor, 1 car park, sale asking price 1.7 Cr negotiable, call for more details.",Kadubeesanahalli,16700000,"[2, 3]",1100,15181.82,East,0.802580686069368,3.06827028002755,9,9,7.5,9.5,1.5,12,0.40590405904059,44.9,56.5,50.7
"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1495-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423832313230333831,"Bellandur, Bangalore, Bellandur, Bangalore - Central, Karnataka",₹1.15 Cr,3 BHK Flat,,"3 BHK 24 hours water facility available 3 bhk flat for SALE it is a gated community,very good society all security, lifts, gym, garden Area etc. And near by IT Companies in minimum...",Bellandur,11500000,[3],1495,7692.31,East,2.05487920867415,7.84878498046563,9,9,7.5,9.5,4,53,1.91881918819188,56.5,73.3,64.9
3 BHK Builder Floor for Sale in Stage 2nd Rajajinagar Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rajajinagar-Stage-2-in-Bangalore&id=4d423832323533333733,"2708, 11th Main Rd, D-Block, 2nd Stage, Rajajinagar, Bengaluru, Rajajinagar Stage 2, Bangalore - Central, Karnataka",₹2 Cr,3 BHK,,"Flat For Sale Near Mahakavi Kuvempu metro sation MS Nivas3 bhk 3 baths 2 balconyFlat for Sale in Builder FloorUDS 4002 car parking Bank loan 60 lakhsNorth facingLift, car p...",Rajajinagar,20000000,[3],1600,12500,West,2.38776868936656,4.78006183033309,9,9,6.8,7.4,5,15,0.516605166051661,54.2,57.1,55.6
"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1095-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423831333033313635,"Sarjapur Road, Bangalore, Bellandur, Bangalore - Central, Karnataka",₹1.75 Cr,"2, 3, 4 BHK Flats",,"Birla Evara is spread over 25.71 acres, 1594 units features 13 towers with 27 floors and extensive 75 open spaces with 25 Lifestyle Amenities, North Club South Club, Community Str...",Bellandur,17500000,"[2, 3, 4]",1095,15981.74,East,0.786728806036396,2.55768556631806,10,9,7.5,9.5,2,53,1.91881918819188,47.3,58,52.6
"2 BHK Apartment for Sale in Prestige St Johns Wood, John Nagar, Koramangala Bangalore Central",https://www.magicbricks.com/propertyDetails/2-BHK-1320-Sq-ft-Multistorey-Apartment-FOR-Sale-John-Nagar-in-Bangalore&id=4d423738393236323733,"Koramangala, Bangalore, John Nagar, Bangalore - Central, Karnataka",₹2.25 Cr,2 BHK Flats,,"Koramangal, Prestige St.Johns Wood, 2 be droms 2 bath roms for sale,Prime property, pprime location with all facilities",Koramangala,22500000,[2],1320,17045.45,South,1.50006340752013,1.87872508799531,7,8,9.2,8.2,0,16,0.553505535055351,43,46.2,44.6
3 BHK Builder Floor for Sale in 4th T Block East Jayanagar Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1705-Sq-ft-Builder-Floor-Apartment-FOR-Sale-4th-T-Block-East-in-Bangalore&id=4d423831343537393037,"Spacious flat for sale close to park school., 4th T Block East, Bangalore - Central, Karnataka",₹2.60 Cr,3 BHK,,"3 BHK BEAUTIFUL SPACIOUS FLAT FOR SALE with attached bathroom,hall,kitchen,dinning,24hrs water,good sun light,quality interiors,wardrobes in all the rooms,balcony,separate utility ...",Jayanagar,26000000,[3],1705,15249.27,South,2.72065817005897,3.02521730105502,9,9,9.2,8.2,0.5,12,0.40590405904059,53.9,50.9,52.4
"3 BHK Apartment for Sale in Sri Balaji Vaibhav, Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1390-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423832333130373439,"Serenity Layout Rd, Kaikondrahalli, Bengalur, Bellandur, Bangalore - Central, Karnataka",₹1.53 Cr,"2, 3 BHK Flats",,Sri Balaji Vaibhav presents welldesigned 2 3 BHK apartments spread across a thoughtfully planned acreswide community in Bangalores prime residential zone. The project offers luxur...,Bellandur,15300000,"[2, 3]",1390,11007.19,East,1.72198972798174,5.73291457369827,9,9,7.5,9.5,1,53,1.91881918819188,50.3,65,57.6
"3 BHK Apartment for Sale in Prestige Kew Gardens, Yemalur, Bellandur Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1355-Sq-ft-Multistorey-Apartment-FOR-Sale-Yemalur-in-Bangalore&id=4d423831393633313835,"Kariyammana Agrahara Rd Shan Boga Colony, Yemalur, Bellandur Bengaluru, Karnataka 560037, Yemalur, Bangalore - Central, Karnataka",₹2.45 Cr,2 BHK Flats,,"This 3 BHK flat is available for sale in Prestige Kew Gardens,Yemalur.It is an semi furnished flat which is well maintained.This society as ample open space and amenities.for more ...",Bellandur,24500000,[2],1355,18081.18,East,1.61102656775094,1.21762409598318,7,8,7.5,9.5,0,53,1.91881918819188,39.4,51.2,45.3
"3 BHK Apartment for Sale in Rohan Upavan, Kacharakanahalli Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1547-Sq-ft-Multistorey-Apartment-FOR-Sale-Kacharakanahalli-in-Bangalore&id=4d423830313231313535,"Survey No. 481 484A, Kyalasanahalli Village, Avalahalli Main Road, Near Byrathi Cross, Kacharakanahalli, Bangalore - Central, Karnataka",₹2.20 Cr,"2, 3 BHK Flats",,"The Rohan Upavan project in Hennur, Bangalore, is a residential development by Rohan Builders Developers Pvt. Ltd. It is located off Hennur Road and spans across 13. acres. The pr...",Avalahalli,22000000,"[2, 3]",1547,14221.07,East,2.21973876101706,3.68151193381343,9,9,7.5,9.5,0,6,0.18450184501845,49,56.2,52.6
"3 BHK Apartment for Sale in Kaveri Apartment, Gm Palya, CV Raman Nagar Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-GM-Palya-in-Bangalore&id=4d423831383139363131,"GM Palya Main Road, 13, 4th Cross Rd, New Tippasandra, Bangalore, Karnataka, GM Palya, Bangalore - Central, Karnataka",₹72 Lac,3 BHK,,"Prime 3bhk apartment for sale gm palya, adjacent to bagmane tech parkSpacious 3bhk 1150 sq.Ft eastFacing apartment on the 2nd floor, just a short walk from gm palya bus stop. Price...",CV Raman Nagar,7200000,[3],1150,6260.87,East,0.961099486399087,8.76246557676566,9,9,7.5,9.5,1.5,8,0.25830258302583,51.1,70.5,60.8
"3 BHK Apartment for Sale in Sobha Primerose, Green Glen Layout, Bellandur Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1730-Sq-ft-Multistorey-Apartment-FOR-Sale-Green-Glen-Layout-in-Bangalore&id=4d423830353834363633,"Sarjapur Road, Bangalore, Green Glen Layout, Bangalore - Central, Karnataka",₹2.30 Cr,3 BHK Flat,,"Sobha carnation apartment, located in green glenn layout bellandur",Bellandur,23000000,[3],1730,13294.8,East,2.79991757022383,4.27274518559823,9,9,7.5,9.5,0,53,1.91881918819188,51.6,60.3,56
"2 BHK Apartment for Sale in Bren Spencer, Marathahalli Bangalore Central",https://www.magicbricks.com/propertyDetails/2-BHK-1270-Sq-ft-Multistorey-Apartment-FOR-Sale-Marathahalli-in-Bangalore&id=4d423733343330333035,"Marathahalli, Bangalore, Marathahalli, Bangalore - Central, Karnataka",₹1.20 Cr,3 BHK Flats,,This lovely 2 bedroom for sale is only 1.20 Crores could be your new home.This North facing home is over 1270 sqft. is in a convenient location.Situated on the Middle floor this h...,Marathahalli,12000000,[3],1270,9448.82,East,1.34154460719041,6.72761391901214,9,9,7.5,9.5,0,51,1.8450184501845,48.9,66.3,57.6
"3 BHK Apartment for Sale in Purva Bluebelle, Binnipete Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1432-Sq-ft-Multistorey-Apartment-FOR-Sale-Binnipete-in-Bangalore&id=4d423830363934373531,"Magadi Main Road, Bangalore, Binnipete, Bangalore - Central, Karnataka",₹2.14 Cr,3 BHK Flats,,Purva Blubelle is one of the prominent residential developments by Purvankara in Bangalore. It offers spacious and skilfullydesigned 3 BHK apartments surrounded by choicest ameniti...,Binnipete,21400000,[3],1432,14944.13,West,1.8551455202587,3.21998655240681,9,9,6.8,7.4,0,1,0,45.8,47.4,46.6
"2 BHK Apartment for Sale in Salarpuria Sattva Anugraha, Govindaraja Nagar Ward Bangalore Central",https://www.magicbricks.com/propertyDetails/2-BHK-1046-Sq-ft-Multistorey-Apartment-FOR-Sale-Govindaraja-Nagar-Ward-in-Bangalore&id=4d423730303436323731,"Salarpuria Sattva, Survey no.08, 8th Cross Road, Sajjepalya village, Nagarbhavi, Govindaraja Nagar Ward, Cauvery Nagar, Vijayanagar, Bengaluru, Karnataka, Govindaraja Nagar Ward, Bangalore - Central, Karnataka",₹1.07 Cr,"1, 2, 3 BHK Flat",,"Salarpuria Sattva Anugraha is a brand new residential apartment project by Salarpuria Sattva in the rapidly expanding neighborhood of Vijayanagar, Bangalore.The residential enclave...",Govindaraja Nagar,10700000,"[1, 2, 3]",1046,10229.45,West,0.631380381713271,6.22934191048248,9,9,6.8,7.4,0,5,0.14760147601476,44.5,55.2,49.8
"2 BHK Apartment for Sale in DSR Highland Greenz, Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/2-BHK-1098-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423738393238393237,"Chikkanayakana Halli Rd, Doddakannelli, Bengaluru, Karnataka, Bellandur, Bangalore - Central, Karnataka",₹1.05 Cr,2 BHK Flats,,"3 Modern club houses4 Outdoor sports court70 open space, BDA approved project1 min drive to Gathali Road8 min drive to Karmelaram Railway Station.Gymnasium, Power Backup. For famil...",Doddakannelli,10500000,[2],1098,9562.84,East,0.796239934056179,6.65483555485428,7,8,7.5,9.5,2,10,0.33210332103321,43.9,64.4,54.2
